image,annotation,fireextinguisher,chair,exit,clock,trashbin,screen,printer
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_798.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1296.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_520.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/989.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_780.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1277.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_28.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/721.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_17.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2105.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1065.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/440.json,1,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_86.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2199.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_122.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/547.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_68.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/114.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_247.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1683.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1148.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/532.json,1,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_138.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/192.json,0,0,0,0,1,0,1
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_126.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2057.json,0,1,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_125.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/178.json,1,0,0,1,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_700.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1189.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_104.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/155.json,0,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_7.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1994.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_24.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/283.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1003.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/372.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_525.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/994.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_82.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/347.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_324.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/771.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_200.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1632.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_81.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/129.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_24.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1675.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_276.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/717.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_37.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1729.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_782.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1279.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_9.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/355.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_732.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1224.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_58.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1054.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_69.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/332.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_140.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/195.json,0,0,0,0,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_990.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1510.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_311.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/757.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_43.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/87.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_516.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/984.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_728.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1219.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1094.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/472.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_123.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/28.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_241.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1677.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_22.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/64.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_567.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1040.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_31.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1952.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_287.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/729.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_495.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/960.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_6.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/105.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_619.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1098.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_104.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/412.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_29.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/732.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_71.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/335.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_143.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/570.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_293.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1716.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_868.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1374.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_64.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2175.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_53.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/999.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_40.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2149.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_702.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1191.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_977.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1495.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_138.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/564.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_48.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1970.json,0,0,0,1,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_555.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1027.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_559.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1031.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_224.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1937.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_57.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1043.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_127.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1829.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_262.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/702.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1085.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/462.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_131.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/557.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_877.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1384.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_306.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/751.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_148.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/203.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_141.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1845.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1051.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/425.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_25.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/284.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_139.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/193.json,0,0,0,0,1,0,1
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_151.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2085.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_41.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/866.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_25.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/67.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_788.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1285.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1137.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/520.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_86.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2012.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_487.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/951.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_890.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1399.json,0,0,0,1,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1015.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/385.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_133.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/559.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_812.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1313.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_80.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1777.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_84.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2197.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_904.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1415.json,0,0,0,0,1,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1052.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/426.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_79.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2004.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_478.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/941.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_210.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1643.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_120.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/173.json,1,0,0,1,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_167.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/596.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1060.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/435.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_173.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2109.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_440.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/900.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_63.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2174.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_221.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1934.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_76.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/340.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1117.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/498.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_297.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/740.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_139.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/565.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_165.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2100.json,1,1,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_152.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1579.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_111.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/163.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_208.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1919.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_683.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1169.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_60.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1755.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_286.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/728.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_130.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1555.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_121.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/26.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_147.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1573.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_862.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1368.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_630.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1111.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_7.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2181.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_187.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/246.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_874.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1381.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_318.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/764.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_286.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1708.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_131.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/185.json,1,0,1,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_194.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/254.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_125.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/550.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_642.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1124.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_169.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/226.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_614.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1093.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_189.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1897.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_29.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1949.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_803.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1303.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_214.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1926.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_590.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1066.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1023.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/394.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_82.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1779.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1019.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/389.json,1,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1017.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/387.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_325.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/772.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_377.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/829.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_129.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/182.json,1,0,0,1,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_33.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1954.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1074.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/450.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_47.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2156.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_139.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2071.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_49.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/93.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_53.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/98.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_13.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1832.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_420.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/878.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1047.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/420.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_146.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2079.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_193.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1623.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_302.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/747.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_157.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/585.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_533.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1003.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_651.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1134.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_378.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/830.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_570.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1044.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_123.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1825.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_35.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/295.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_237.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1672.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_518.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/986.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_96.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2210.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_146.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/573.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_77.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1265.json,0,0,0,0,1,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_763.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1258.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_291.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1714.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_167.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2102.json,0,0,0,1,0,0,0
